Name,Aired Date,Year of release,Original Network,Aired On,Number of Episodes,Duration,Content Rating,Rating,Synopsis,Genre,Tags,Director,Screenwriter,Cast,Production companies,Rank
Eulachacha Waikiki,"Feb  5, 2018 - Apr 17, 2018",2018,jTBC," Monday, Tuesday",20.0,1 hr. 5 min.,15+ - Teens 15 or older,8.6,three very different young men – dong goo  the bad luck incarnate who dreams of becoming a film director  joon ki  an eccentric actor who performs to make a living  and doo shik  a freelancer writer who fiddles around doing nothing most of the time - open a guest house named “waikiki” in itaewon where many foreigners come to stay.  although they have no clue how to run it  they’re eager to earn money to pay for the production of their upcoming film.,comedy   life   youth   drama,"Housemates, Bromance, Friends To Lovers, Motherhood, Cohabitation, Babysitting, Single Mother, Actor, Childhood Friends, Secondary Couple",Lee Chang Min,Kim Ki Ho,"Kim Jung Hyun, Lee Yi Kyung, Son Seung Won, Jung In Sun, Go Won Hee, Lee Joo Woo","C-JeS Entertainment, Drama House",#77
The Bridal Mask,"May 30, 2012 - Sep  6, 2012",2012,KBS2," Wednesday, Thursday",28.0,1 hr. 5 min.,15+ - Teens 15 or older,8.6,lee kang to is an ambitious and callous korean officer employed by the japanese colonists. despite his mother's disapproval of his work and his own brother's antagonistic history with the japanese  kang to continues to play by the colonist's rules in hopes of becoming successful and bringing his family out of poverty. however  a mysterious figure wearing a traditional bridal mask always seems to get in kang to's way. the bridal mask appears as a zorro-like figure who protects the people from the japanese colonists' oppression and abuse of power. an unexpected turn of events brings kang to to cross paths with the mysterious bridal mask  changing his future and the nation's history forever.,action   historical   romance   political,"Japanese Colonial Rule, Hidden Identity, Revenge, Rebellion, Murder, Love Triangle, Adapted From A Manhwa, Investigation, Drama, Sword-fight","Yoon Sung Shik, Cha Young Hoon",Yoo Hyun Mi,"Joo Won, Jin Se Yeon, Park Ki Woong, Han Chae Ah, Shin Hyun Joon, Chun Ho Jin","Bridal Mask SPC, Pan Entertainment, KBS N",#78
Children of Nobody,"Nov 21, 2018 - Jan 16, 2019",2018,MBC," Wednesday, Thursday",32.0,30 min.,15+ - Teens 15 or older,8.6,cha woo kyung is a child counselor who works at a children’s center. her life seems perfect since she is married to a great husband and is pregnant. however  her perfect life doesn't last long  when an accident changes her life. she then meets kang ji hun  a detective who is strict toward criminals and believes they should be punished to the full extent.,thriller   mystery   psychological   crime   drama,"Trauma, Child Abuse, Smart Female Lead, Child Behavior Issues, Abuse, Murder, Tragic Past, Psychiatry, Child Abandonment, Domestic Violence",Choi Jung Gyu,Do Hyun Jung,"Kim Sun Ah, Lee Yi Kyung, Nam Gyu Ri, N, Joo Seok Tae, Na Young Hee",Mega Monster,#79
Good Manager,"Jan 25, 2017 - Mar 30, 2017",2017,KBS2," Wednesday, Thursday",20.0,60 min.,15+ - Teens 15 or older,8.6,can corporate politics turn a bad person into a good person? kim sung ryong is a skilled accountant who works for gangsters. he makes his way into a company called tq group as a middle manager in the accounting department with the intention of embezzling money from the company. as he contends with hot-shot accountant yoon ha kyung  financial prodigy seo yul and peppy intern hong ga eun  sung ryong finds himself embroiled in office politics and notices other shenanigans by those in power that threaten to bring down the company. sung ryong slowly comes to realize that he’d rather fight against corporate corruption and fight for employees’ rights than complete the mission he originally came to do. can he succeed at his new objective against all odds?,business   comedy   crime   drama,"Eccentric Male Lead, Corruption, Bromance, Social Satire, Smart Male Lead, Revenge, Accountant, Enemy Mine, Smart Female Lead, Strong Female Lead","Lee Jae Hoon, Choi Yoon Seok",Park Jae Bum,"Namkoong Min, Nam Sang Mi, Lee Jun Ho, Jung Hye Sung, Kim Won Hae, Kim Kang Hyun",Logos Film,#80
The King of Pigs,"Mar 18, 2022 - Apr 22, 2022",2022,tvN,Friday,12.0,55 min.,18+ Restricted (violence & profanity),8.6,two friends meet up and recall their experiences as victims of school bullying when they receive a message from a friend from 20 years ago and mysterious serial killings begin to occur. kyung min lives with the trauma of the school violence he experienced twenty years ago and an unexpected case causes his suppressed emotions to reappear. meanwhile  detective jong suk receives a mysterious message sent from a friend from 20 years ago which reminds him of the school violence that took place back then. chasing the mysterious message  he tries to put a stop to the murders. through these characters with tragic fates  the drama touches on the origin of school violence and the bullying that pervades modern society.,thriller  mystery  drama,"School Bullying, Detective Male Lead, Detective Female Lead, School Violence, Flashback To Past, Revenge, Gore, Murder, Childhood Trauma, Extreme Violence",Kim Dae Jin,Tak Jae Young,"Kim Dong Wook, Kim Sung Gyu, Chae Jung An, Choi Hyun Jin, Sim Hyun Seo, Lee Chan Yoo","Studio Dadashow, KT&G Sangsangmadang",#81
Big Mouth,"Jul 29, 2022 - Sep 17, 2022",2022,"Hulu, MBC","Friday, Saturday",16.0,1 hr. 11 min.,15+ - Teens 15 or older,8.6,"park chang ho is known since his school days as ""big mouth"" because he talks big and promises big things but can not follow it up. he is also an infamous lawyer with a very low rate of success who was hired by a mayor because of his incompetence. unfortunately  he was framed as the notorious and mysterious swindler ""big mouse"" and sent to prison. go mi ho is park chang ho's loving wife who works as a nurse. she has strong personality and will do anything to prove the innocence of her husband and help solve the case the mayor has given to her husband. will go mi ho be successful in proving her husband's innocence? or  will her investigations lead to opening a can of worms?",thriller  mystery  law  drama,"Suspense, Death, Investigation, Lawyer Male Lead, Murder, Brave Female Lead, Hardship, Greed, Wrongfully Accused, Mistaken Identity","Oh Choong Hwan, Bae Hyun Jin","Jang Young Chul, Jung Kyung Soon","Lee Jong Suk, Im Yoon Ah, Kim Joo Heon, Kwak Dong Yeon, Yang Kyung Won, Ok Ja Yeon","AStory, Studio Dragon, A-Man Project",#82
Go Back Couple,"Oct 13, 2017 - Nov 18, 2017",2017,KBS2," Friday, Saturday",12.0,1 hr. 10 min.,15+ - Teens 15 or older,8.6,38-years-old married couple  choi ban do and ma jin joo  were in love when they got married but now  hate each other and regret marrying at such a young age. choi ban do has been burdened with being the breadwinner  and ma jin joo is a housewife with low self-esteem. the couple travels through time and finds themselves as 20-year-old university students when they met for the first time.,comedy   romance   life   school   drama   family   supernatural,"Time Travel, Love/Hate Relationship, Marriage, Mother-Daughter Relationship, Misunderstanding, 1990s, Failing Marriage, Married Couple, Sassy Female Lead, Sismance",Ha Byung Hoon,Kwon Hye Joo,"Jang Na Ra, Son Ho Jun, Heo Jung Min, Han Bo Reum, Jang Ki Yong, Go Bo Gyeol","Confession Couple S.P.C., KBS N, ZIUM Content Co. Ltd.",#83
Empress Ki,"Oct 28, 2013 - Apr 29, 2014",2013,MBC," Monday, Tuesday",51.0,1 hr. 5 min.,15+ - Teens 15 or older,8.6,genghis khan built an empire that spanned vast regions in east asia and east europe. and there was one woman who held immense power in the yuan dynasty  which genghis khan founded  for 37 years. she was neither of mongol descent nor from the han chinese. she came from goryeo  a small kingdom in the far east. she was taken to mongol against her will as a gungnyeo (palace women) but somehow overcame her lowly status to become the last  empress in another land. her name was empress ki.,historical   romance   melodrama   political,"Smart Female Lead, Strong Female Lead, Power Struggle, Possessive Male Lead, Love Triangle, Female Warrior, Yuan Dynasty, Revenge, Cross-Dressing, Goryeo Dynasty","Han Hee, Lee Sung Joon","Jang Young Chul, Jung Kyung Soon","Ha Ji Won, Ji Chang Wook, Joo Jin Mo, Baek Jin Hee, Kim Ji Han, Kim Seo Hyung",Victory Contents,#84
My Father is Strange,"Mar  4, 2017 - Aug 27, 2017",2017,KBS2," Saturday, Sunday",52.0,1 hr. 6 min.,15+ - Teens 15 or older,8.6,this drama is about a family that lives on the outskirts of seoul. byun han soo is the father and his wife  na yeong shil is a dedicated  responsible mother to his three daughters and one son including hye yeong  mi yeong  ra yeong  and joon young. suddenly one day  ahn joong hee shows up at the household and declares that he is the son of the family. joong hee is an actor who used to be a member of an idol group. he begins to live with them.,comedy   romance   drama   family,"Family Secret, Sisterhood, Eccentric Female Lead, Fake Incest, Multiple Couples, Strong Female Lead, Father-Daughter Relationship, Mother-Daughter Relationship, Mother-Son Relationship, Father-Son Relationship",Lee Jae Sang,Lee Jung Sun,"Kim Yeong Cheol, Kim Hae Sook, Ryu Soo Young, Lee Yoo Ri, Lee Joon, Jung So Min",iHQ,#85
Once Again,"Mar 28, 2020 - Sep 13, 2020",2020,KBS2," Saturday, Sunday",100.0,35 min.,15+ - Teens 15 or older,8.6,"""once again"" is the story of the eventful song family who can’t get a day of peace and their neighbors in yongju market.",comedy   romance   drama   family,"Divorce, Family Relationship, Multiple Couples, Multiple Mains, Marriage, Slice Of Life, Married Couple, Age Gap, Sibling, Secret Relationship",Lee Jae Sang,Yang Hee Seung,"Chun Ho Jin, Cha Hwa Yun, Lee Jung Eun, Oh Dae Hwan, Lee Min Jung, Lee Sang Yeob","Bon Factory Worldwide, Studio Dragon",#86
Missing,"Aug 29, 2020 - Oct 11, 2020",2020,OCN," Saturday, Sunday",12.0,1 hr. 10 min.,15+ - Teens 15 or older,8.6,a village holds spirits of missing  deceased people. a search to find the missing bodies and discover the truth behind their disappearance occurs.,thriller   mystery   supernatural,"Con Artist, Ghost-seeing Male Lead, Spirit, Missing Person, Detective, Hacker, Bromance, Social Justice, Righteous Male Lead, Death",Min Yeon Hong,"Ban Ki Ri, Jung So Young","Go Soo, Heo Joon Ho, Ahn So Hee, Ha Joon, Seo Eun Soo, Song Geon Hee",Mays Entertainment,#87
Stranger 2,"Aug 15, 2020 - Oct  4, 2020",2020,"Netflix,  tvN "," Saturday, Sunday",16.0,1 hr. 2 min.,15+ - Teens 15 or older,8.6,the prosecutor's office and the police find themselves on opposing sides. the prosecutors  including elite prosecutor woo tae ha  want discretionary power over investigations. meanwhile  the police  including choi bit  tries to get complete investigative authority that is independent of the prosecutor's office.,thriller   mystery   law   drama,"Corruption, Calm Male Lead, Smart Male Lead, Suspense, Emotional Blunting, Power Struggle, Strong Female Lead, Strong Male Lead, Policewoman, Alexithymia",Park Hyun Suk,Lee Soo Yeon,"Jo Seung Woo, Bae Doo Na, Jeon Hye Jin, Choi Moo Sung, Lee Joon Hyuk, Yoon Se Ah","Signal Entertainment Group, IOK Media",#88
Designated Survivor,"Jul  1, 2019 - Aug 20, 2019",2019,"Netflix,  tvN "," Monday, Tuesday",16.0,1 hr. 10 min.,15+ - Teens 15 or older,8.6,park moo jin is a former professor of chemistry and now holds the minister of environment position. he doesn't have ambition  personal beliefs or political sense. one day  the cabinet is gathered in the national assembly for the president's address. a terror attack takes place  killing many government officials  including the president and ministers. park moo jin is the highest ranking government official left alive. he doesn't want the position  but he must sit as the acting president for 60 days. park moo jin chases after the person or group responsible for the attack as he grows as a national leader.,thriller   mystery   drama   political,"Power Struggle, Conspiracy, Blue House, Lying, Social Commentary, Terrorism, Deception, National Intelligence Service, National Assembly, Death",Yoo Jong Sun,Kim Tae Hee,"Ji Jin Hee, Son Seok Koo, Kang Han Na, Heo Joon Ho, Lee Joon Hyuk, Choi Yoon Young",DK E&M,#89
Juvenile Justice,"Feb 25, 2022",2022,Netflix,Friday,10.0,1 hr. 2 min.,18+ Restricted (violence & profanity),8.6,sim eun seok is an elite judge with a prickly personality who hates juvenile offenders. after she gets assigned to a local juvenile court  she tries to balance her aversion to minor offenders with firm beliefs on justice and punishment  as she goes out of her way to break custom and administer her own ways of punishing the offenders.,law  drama,"Hardworking Female Lead, Strong Female Lead, Tough Female Lead, Kind Male Lead, Hardworking Male Lead, Redemption, Violence, Runaway Teenager, Justice System, Web Series",Hong Jong Chan,Kim Min Sook,"Kim Hye Soo, Kim Mu Yeol, Lee Sung Min, Lee Jung Eun, Lee Sang Hee, Park Ji Yun","Gill Pictures, GTist",#90
Cruel City,"May 27, 2013 - Jul 30, 2013",2013,jTBC," Monday, Tuesday",20.0,60 min.,15+ - Teens 15 or older,8.6,portrays the cruel life of the drug cartels and the story of revenge for a loved one.,action   thriller   romance   crime,"Badass Male Lead, Gang, Bromance, Strong Female Lead, Gangster, Strong Male Lead, Smart Male Lead, Sismance, Steamy Kiss, Drug Dealer",Lee Jeong Hyo,Yoo Sung Yeol,"Jung Kyung Ho, Nam Gyu Ri, Lee Jae Yoon, Son Chang Min, Kim Yoo Mi, Choi Moo Sung",DRM Media,#91
My Love from the Star,"Dec 18, 2013 - Feb 27, 2014",2013,SBS," Wednesday, Thursday",21.0,58 min.,15+ - Teens 15 or older,8.6,do min joon is an alien who landed on earth 400 years ago during the joseon dynasty period. he possesses a near perfect appearance and enhanced physical abilities involving his vision  hearing and speed. later  he discovers that he has three months left on earth. and that is when he meets cheon song yi  the biggest hallyu star in korea.,comedy   romance   drama   supernatural,"Alien, Interspecies Romance, Famous Actress, Celebrity, Professor, Sassy Female Lead, Superhuman Strength, Time Manipulation, Cyberbullying, Star Crossed Lovers","Oh Choong Hwan, Jang Tae Yoo",Park Ji Eun,"Kim Soo Hyun, Jun Ji Hyun, Park Hae Jin, Yoo In Na, Shin Sung Rok, Kim Chang Wan",HB Entertainment,#92
Mystic Pop-Up Bar,"May 20, 2020 - Jun 25, 2020",2020,"jTBC,  Netflix "," Wednesday, Thursday",12.0,1 hr. 8 min.,15+ - Teens 15 or older,8.6,“mystic pop-up bar” is based on a popular webtoon of the same name and tells the story of a mysterious pojangmacha (outdoor drinking establishment) run by a prickly woman and an innocent part-timer who visit customers in their dreams to help resolve their problems.,mystery   comedy   family   fantasy,"Afterlife, Tragic Past, Grudge, Hot-tempered Female Lead, Spirit, Adapted From A Webtoon, Special Power, Family Relationship, Flashback To Past, Food",Jun Chang Geun,Ha Yoon Ah,"Hwang Jung Eum, Yook Sung Jae, Choi Won Young, Jung Da Eun, Lee Joon Hyuk, Na In Woo","Drama House, Samhwa Networks",#93
Age of Youth,"Jul 22, 2016 - Aug 27, 2016",2016,jTBC," Friday, Saturday",12.0,60 min.,15+ - Teens 15 or older,8.6,"five girls in their twenties come to live together in a house called ""belle epoque "" which means ""a beautiful time"" in french. each girl has a particular personality  background  and issues. in addition to the five girls  they believe there is a sixth presence - a ghost living in the house  but each sees the ghost differently. as the girls feel a bond of sympathy and become closer  they also deal with their personal issues as they live out their eventful twenties. the drama follows their struggles and incidents dealing with relationships - within their circles  with dating  and with each other - and a variety of events they are experiencing including credits  part-time jobs  drinking  hopes and dreams.",friendship   romance   life   youth,"Housemates, Female Centered Plot, Sismance, Multiple Mains, College Life, Coming Of Age, Strong Female Lead, Strong Female Characters, Hardworking Female Lead, Multiple Couples",Lee Tae Gon,Park Yeon Sun,"Han Ye Ri, Ryu Hwa Young, Park Eun Bin, Han Seung Yeon, Park Hye Soo, Yoon Park","Drama House, Celltrion Entertainment",#94
Just Between Lovers,"Dec 11, 2017 - Jan 30, 2018",2017,jTBC," Monday, Tuesday",16.0,1 hr. 13 min.,15+ - Teens 15 or older,8.6,a major accident takes the lives of 48 people. the lives of the survivors  those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever.,psychological   romance   melodrama,"Trauma, Healing, Survivor Guilt, Hardworking Female Lead, Strong Female Lead, Tearjerker, Hardworking Male Lead, Phobia, Disaster, Poor Male Lead",Kim Jin Won,Yoo Bo Ra,"Lee Jun Ho, Won Jin Ah, Lee Ki Woo, Kang Han Na, Kim Hye Joon, Yoon Se Ah",Celltrion Entertainment,#95
Save Me,"Aug  5, 2017 - Sep 24, 2017",2017,OCN," Saturday, Sunday",16.0,60 min.,15+ - Teens 15 or older,8.6,following the failure of her father's business  sang mi and her family move to muji-gun where they have no friends or relatives. there she meets four young men  han sang hwan  seok dong cheol  woo jung hoon  and choi man hee. when sang mi and her family face some trouble  spiritual father baek jung ki of goosunwon offers to help them. however  her family is slowly getting sucked into the pseudo-religious cult and the four young men try to save her.,action   thriller   mystery   drama,"Cult, Adapted From A Webtoon, Church, Strong Female Lead, Bromance, School Bullying, Smart Female Lead, Deception, Strong Male Lead, Ex-convict",Kim Sung Soo,Jung Yi Do,"Seo Yea Ji, Ok Taec Yeon, Woo Do Hwan, Jo Sung Ha, Jo Jae Yoon, Park Ji Young",Hidden Sequence,#96
Bad and Crazy,"Dec 17, 2021 - Jan 28, 2022",2021,"iQiyi, tvN","Friday, Saturday",12.0,1 hr. 10 min.,15+ - Teens 15 or older,8.6,soo yeol  the competent ‘bad boy’ on the police squad  regains his humanity after meeting k  the righteous but ‘crazy’ guy. despite having a mere high school diploma  soo yeol is an accomplished member of the anti corruption unit. he’s ambitious  so he chooses pet cases of his superiors and produces their desired outcomes. often that means turning a blind eye to injustice  especially if it stands in the way of those preferred results. with promotion time looming and without anyone’s backing  soo yeol fears exclusion once again. congressman do yoo gon had given him some hope of advancement but dashed when the righteous but crazy k entered his life. what can go wrong when the bad boy and the crazy guy join forces?,action  thriller  mystery  comedy,"Injustice, Corruption, Investigation, Eccentric Male Lead, Strong Male Lead, Antihero, Strong Female Lead, Slight Romance, Bromance, Suspense",Yoo Seon Dong,Kim Sae Bom,"Lee Dong Wook, Wi Ha Joon, Han Ji Eun, Cha Hak Yeon, Sung Ji Ru, Cha Shi Won","Studio Dragon, Mink Entertainment",#97
365,"Mar 23, 2020 - Apr 28, 2020",2020,MBC," Monday, Tuesday",24.0,35 min.,15+ - Teens 15 or older,8.6,a story where ten people get the chance to go back in time by one year  but unexpectedly mysterious situations start to arise when their fates are changed and twisted in the process.,thriller   mystery   drama   fantasy,"Strong Female Lead, Time Travel, Nice Male Lead, Suspense, Murder, Detective, Fate, Supernatural, Accident, Webtoon Writer",Kim Kyung Hee,"Lee Seo Yoon, Lee Soo Kyung","Lee Joon Hyuk, Nam Ji Hyun, Kim Jee Soo, Lee Sung Wook, Yoon Joo Sang, Ahn Seung Gyun",HB Entertainment,#98
The Master's Sun,"Aug  7, 2013 - Oct  3, 2013",2013,SBS," Wednesday, Thursday",17.0,1 hr. 2 min.,15+ - Teens 15 or older,8.6,joo joong won is the stingy and greedy ceo of kingdom  a conglomerate that includes a major department store and hotel. he meets the gloomy tae gong shil  who started seeing ghosts after an accident. their lives take a new turn as they work together to deal with the terror and sadness brought about by the spirits  while delving into a kidnapping incident in joong won's past. and unknowingly  they fell in love with each other. edit translation  english français español português,horror   comedy   romance   supernatural,"Ghost, Eccentric Female Lead, Rich Male Lead, Clingy Female Lead, Successful Male Lead, Obsession, Tragic Past, Trauma, Secondary Couple, Eccentric Male Lead",Jin Hyeok,"Hong Jung Eun, Hong Mi Ran","Gong Hyo Jin, So Ji Sub, Seo In Guk, Kim Yoo Ri, Choi Jung Woo, Kim  Mi Kyung",Bon Factory Worldwide ,#99
Avengers Social Club,"Oct 11, 2017 - Nov 16, 2017",2017,tvN," Wednesday, Thursday",12.0,60 min.,15+ - Teens 15 or older,8.6,features three women from different walks of life coming together for revenge: a middle-aged fish store owner who envisioned a better life for herself  a housewife  and an heiress who was raised like a delicate greenhouse flower. they’re an unlikely trio who would never otherwise meet  but they join forces to carry out their individual revenge. although they start out as co-conspirators  along the way they’ll build a strong friendship.,friendship   comedy   life   drama,"Revenge, Sismance, Female Centered Plot, Strong Female Lead, Strong Female Characters, Healing, Smart Male Lead, Mother-Son Relationship, Mother-Daughter Relationship, Tragic Past","Kwon Seok Jang, Kim Sang Ho","Kim Yi Ji, Hwang Da Eun","Lee Yo Won, Ra Mi Ran, Myung Se Bin, Lee Jun Young, Choi Byung Mo, Jang Yong",JS Pictures,#100
Rebel,"Jan 30, 2017 - May 16, 2017",2017,MBC," Monday, Tuesday",30.0,60 min.,15+ - Teens 15 or older,8.5,“the culprit who is posing as a royal official is not stealing wealth. he is stealing the hearts and minds of your people  your majesty.” there was a divisive figure in the joseon dynasty who was a hero to the people but an enemy to the establishment. his name was hong gil dong. king yeonsangun had royal lineage but was reviled by his people while hong gil dong was born as a slave but succeeded in winning over the hearts of the commoners. the struggle between these two men demonstrate the qualities that a true leader needs. this tv series portrays the life of hong gil dong who survived in a hostile and tyrannical kingdom as he waged a fight against the powerful elites.,action   thriller   historical   romance,"Rebellion, Joseon Dynasty, Strong Male Lead, Smart Male Lead, Corruption, Slave, Discrimination, Bromance, Superhuman Strength, Revenge",Kim Jin Man,Hwang Jin Young,"Yoon Kyun Sang, Chae Soo Bin, Kim Ji Suk, Lee Ha Nee, Kim Sang Joong, Shim Hee Sub","Hunus Entertainment, Hong Gil-dong SPC",#101
